company_id,company,analysis_key,analysis_value
terrabite,TerraBite Foods,problemSignals,"[{""id"": ""impact-problem-terrabite-stage-1"", ""stageId"": ""terrabite-stage-1"", ""title"": ""Farming may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Farming."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-terrabite-stage-2"", ""stageId"": ""terrabite-stage-2"", ""title"": ""Aggregation may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Aggregation."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-terrabite-stage-3"", ""stageId"": ""terrabite-stage-3"", ""title"": ""Processing may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Processing."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 1 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-terrabite-stage-4"", ""stageId"": ""terrabite-stage-4"", ""title"": ""Packaging may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Packaging."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 0 uncertainty items and 1 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-terrabite-stage-5"", ""stageId"": ""terrabite-stage-5"", ""title"": ""Distribution may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Distribution."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 1 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-terrabite-stage-6"", ""stageId"": ""terrabite-stage-6"", ""title"": ""Retail may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Retail."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 1 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-terrabite-stage-7"", ""stageId"": ""terrabite-stage-7"", ""title"": ""Consumption may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Consumption."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 1 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-page3-stakeholder-power-may-need-deeper-human-enquiry"", ""stageId"": null, ""title"": ""Stakeholder Power may need deeper human enquiry"", ""description"": ""Stakeholder Power is marked as light with medium confidence."", ""type"": ""page3_import"", ""rationale"": ""Imported from Human question 17 and must be checked against the journey map."", ""confidence"": ""medium""}, {""id"": ""impact-problem-page3-capability-and-behaviour-may-need-deeper-human-enquiry"", ""stageId"": null, ""title"": ""Capability and Behaviour may need deeper human enquiry"", ""description"": ""Capability and Behaviour is marked as light with medium confidence."", ""type"": ""page3_import"", ""rationale"": ""Imported from Human question 18 and must be checked against the journey map."", ""confidence"": ""medium""}, {""id"": ""impact-problem-page3-equity-and-wellbeing-may-need-deeper-human-enquiry"", ""stageId"": null, ""title"": ""Equity and Wellbeing may need deeper human enquiry"", ""description"": ""Equity and Wellbeing is marked as light with medium confidence."", ""type"": ""page3_import"", ""rationale"": ""Imported from Human question 19 and must be checked against the journey map."", ""confidence"": ""medium""}, {""id"": ""impact-problem-page3-environmental-impact-may-need-ecological-systems-mapping"", ""stageId"": null, ""title"": ""Environmental Impact may need ecological systems mapping"", ""description"": ""Environmental Impact is marked as light with medium confidence."", ""type"": ""page3_import"", ""rationale"": ""Imported from Planetary question 30 and must be checked against the journey map."", ""confidence"": ""medium""}, {""id"": ""impact-problem-page3-natural-dependencies-may-need-ecological-systems-mapping"", ""stageId"": null, ""title"": ""Natural Dependencies may need ecological systems mapping"", ""description"": ""Natural Dependencies is marked as light with medium confidence."", ""type"": ""page3_import"", ""rationale"": ""Imported from Planetary question 31 and must be checked against the journey map."", ""confidence"": ""medium""}, {""id"": ""impact-problem-page3-evidence-and-limits-may-need-ecological-systems-mapping"", ""stageId"": null, ""title"": ""Evidence and Limits may need ecological systems mapping"", ""description"": ""Evidence and Limits is marked as light with medium confidence."", ""type"": ""page3_import"", ""rationale"": ""Imported from Planetary question 32 and must be checked against the journey map."", ""confidence"": ""medium""}]"
terrabite,TerraBite Foods,evidenceGaps,[]
terrabite,TerraBite Foods,priorityQuestions,"[""Where do people experience the effects of stakeholder power across the journey or value chain?"", ""Where do people experience the effects of capability and behaviour across the journey or value chain?"", ""Where do people experience the effects of equity and wellbeing across the journey or value chain?"", ""Where does environmental impact appear across lifecycle stages, places, suppliers or material flows?"", ""Where does natural dependencies appear across lifecycle stages, places, suppliers or material flows?"", ""Where does evidence and limits appear across lifecycle stages, places, suppliers or material flows?""]"
terrabite,TerraBite Foods,completionPercentage,100
terrabite,TerraBite Foods,readiness,ready_to_proceed
urbanrise,UrbanRise Developments,hotspots,"[{""id"": ""hotspot-urbanrise-stage-1"", ""stageId"": ""urbanrise-stage-1"", ""title"": ""Site acquisition hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-urbanrise-stage-2"", ""stageId"": ""urbanrise-stage-2"", ""title"": ""Concept design hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-urbanrise-stage-3"", ""stageId"": ""urbanrise-stage-3"", ""title"": ""Planning hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-urbanrise-stage-4"", ""stageId"": ""urbanrise-stage-4"", ""title"": ""Detailed design hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-urbanrise-stage-5"", ""stageId"": ""urbanrise-stage-5"", ""title"": ""Procurement hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 1 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-urbanrise-stage-6"", ""stageId"": ""urbanrise-stage-6"", ""title"": ""Construction hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-urbanrise-stage-7"", ""stageId"": ""urbanrise-stage-7"", ""title"": ""Use hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 1 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-urbanrise-stage-8"", ""stageId"": ""urbanrise-stage-8"", ""title"": ""End of life hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 1 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}]"
urbanrise,UrbanRise Developments,leveragePoints,"[{""id"": ""leverage-urbanrise-rel-2"", ""relationshipId"": ""urbanrise-rel-2"", ""title"": ""Site acquisition to Concept design"", ""description"": ""Site acquisition affects Concept design through dependency."", ""leverageType"": ""dependency"", ""rationale"": ""Suggested because the map shows a dependency that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""review"", ""uncertainty"": ""medium"", ""confidence"": ""medium"", ""relationshipType"": ""Dependency"", ""nonAdjacent"": false}, {""id"": ""leverage-urbanrise-rel-3"", ""relationshipId"": ""urbanrise-rel-3"", ""title"": ""Concept design to Planning"", ""description"": ""Concept design affects Planning through delay."", ""leverageType"": ""delay"", ""rationale"": ""Suggested because the map shows a delay that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""review"", ""uncertainty"": ""medium"", ""confidence"": ""medium"", ""relationshipType"": ""Delay"", ""nonAdjacent"": false}, {""id"": ""leverage-urbanrise-rel-4"", ""relationshipId"": ""urbanrise-rel-4"", ""title"": ""Planning to Detailed design"", ""description"": ""Planning affects Detailed design through trade-off."", ""leverageType"": ""trade-off"", ""rationale"": ""Suggested because the map shows a trade-off that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""review"", ""uncertainty"": ""medium"", ""confidence"": ""medium"", ""relationshipType"": ""Trade-off"", ""nonAdjacent"": false}, {""id"": ""leverage-urbanrise-rel-5"", ""relationshipId"": ""urbanrise-rel-5"", ""title"": ""Detailed design to Procurement"", ""description"": ""Detailed design affects Procurement through bottleneck."", ""leverageType"": ""bottleneck"", ""rationale"": ""Suggested because the map shows a bottleneck that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""high"", ""uncertainty"": ""medium"", ""confidence"": ""medium"", ""relationshipType"": ""Bottleneck"", ""nonAdjacent"": false}, {""id"": ""leverage-urbanrise-rel-6"", ""relationshipId"": ""urbanrise-rel-6"", ""title"": ""Procurement to Construction"", ""description"": ""Procurement affects Construction through feedback loop."", ""leverageType"": ""feedback_loop"", ""rationale"": ""Suggested because the map shows a feedback loop that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""high"", ""uncertainty"": ""medium"", ""confidence"": ""medium"", ""relationshipType"": ""Feedback loop"", ""nonAdjacent"": false}, {""id"": ""leverage-urbanrise-rel-7"", ""relationshipId"": ""urbanrise-rel-7"", ""title"": ""Construction to Use"", ""description"": ""Construction affects Use through risk transfer."", ""leverageType"": ""risk_transfer"", ""rationale"": ""Suggested because the map shows a risk transfer that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""review"", ""uncertainty"": ""high"", ""confidence"": ""low"", ""relationshipType"": ""Risk transfer"", ""nonAdjacent"": false}, {""id"": ""leverage-urbanrise-rel-8"", ""relationshipId"": ""urbanrise-rel-8"", ""title"": ""Use to End of life"", ""description"": ""Use affects End of life through reinforcing loop."", ""leverageType"": ""reinforcing_loop"", ""rationale"": ""Suggested because the map shows a reinforcing loop that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""high"", ""uncertainty"": ""high"", ""confidence"": ""low"", ""relationshipType"": ""Reinforcing loop"", ""nonAdjacent"": false}, {""id"": ""leverage-urbanrise-rel-feedback-final"", ""relationshipId"": ""urbanrise-rel-feedback-final"", ""title"": ""Use to Concept design"", ""description"": ""Use affects Concept design through feedback loop."", ""leverageType"": ""feedback_loop"", ""rationale"": ""Suggested because the map shows a feedback loop that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""high"", ""uncertainty"": ""medium"", ""confidence"": ""medium"", ""relationshipType"": ""Feedback loop"", ""nonAdjacent"": true}]"
urbanrise,UrbanRise Developments,problemSignals,"[{""id"": ""impact-problem-urbanrise-stage-1"", ""stageId"": ""urbanrise-stage-1"", ""title"": ""Site acquisition may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Site acquisition."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-urbanrise-stage-2"", ""stageId"": ""urbanrise-stage-2"", ""title"": ""Concept design may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Concept design."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-urbanrise-stage-3"", ""stageId"": ""urbanrise-stage-3"", ""title"": ""Planning may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Planning."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-urbanrise-stage-4"", ""stageId"": ""urbanrise-stage-4"", ""title"": ""Detailed design may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Detailed design."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-urbanrise-stage-5"", ""stageId"": ""urbanrise-stage-5"", ""title"": ""Procurement may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Procurement."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 1 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-urbanrise-stage-6"", ""stageId"": ""urbanrise-stage-6"", ""title"": ""Construction may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Construction."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-urbanrise-stage-7"", ""stageId"": ""urbanrise-stage-7"", ""title"": ""Use may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Use."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 1 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-urbanrise-stage-8"", ""stageId"": ""urbanrise-stage-8"", ""title"": ""End of life may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at End of life."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 1 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-page3-stakeholder-power-may-need-deeper-human-enquiry"", ""stageId"": null, ""title"": ""Stakeholder Power may need deeper human enquiry"", ""description"": ""Stakeholder Power is marked as light with medium confidence."", ""type"": ""page3_import"", ""rationale"": ""Imported from Human question 17 and must be checked against the journey map."", ""confidence"": ""medium""}, {""id"": ""impact-problem-page3-capability-and-behaviour-may-need-deeper-human-enquiry"", ""stageId"": null, ""title"": ""Capability and Behaviour may need deeper human enquiry"", ""description"": ""Capability and Behaviour is marked as light with medium confidence."", ""type"": ""page3_import"", ""rationale"": ""Imported from Human question 18 and must be checked against the journey map."", ""confidence"": ""medium""}, {""id"": ""impact-problem-page3-equity-and-wellbeing-may-need-deeper-human-enquiry"", ""stageId"": null, ""title"": ""Equity and Wellbeing may need deeper human enquiry"", ""description"": ""Equity and Wellbeing is marked as light with medium confidence."", ""type"": ""page3_import"", ""rationale"": ""Imported from Human question 19 and must be checked against the journey map."", ""confidence"": ""medium""}, {""id"": ""impact-problem-page3-environmental-impact-may-need-ecological-systems-mapping"", ""stageId"": null, ""title"": ""Environmental Impact may need ecological systems mapping"", ""description"": ""Environmental Impact is marked as light with medium confidence."", ""type"": ""page3_import"", ""rationale"": ""Imported from Planetary question 30 and must be checked against the journey map."", ""confidence"": ""medium""}, {""id"": ""impact-problem-page3-natural-dependencies-may-need-ecological-systems-mapping"", ""stageId"": null, ""title"": ""Natural Dependencies may need ecological systems mapping"", ""description"": ""Natural Dependencies is marked as light with medium confidence."", ""type"": ""page3_import"", ""rationale"": ""Imported from Planetary question 31 and must be checked against the journey map."", ""confidence"": ""medium""}, {""id"": ""impact-problem-page3-evidence-and-limits-may-need-ecological-systems-mapping"", ""stageId"": null, ""title"": ""Evidence and Limits may need ecological systems mapping"", ""description"": ""Evidence and Limits is marked as light with medium confidence."", ""type"": ""page3_import"", ""rationale"": ""Imported from Planetary question 32 and must be checked against the journey map."", ""confidence"": ""medium""}]"
urbanrise,UrbanRise Developments,evidenceGaps,[]
urbanrise,UrbanRise Developments,priorityQuestions,"[""Where do people experience the effects of stakeholder power across the journey or value chain?"", ""Where do people experience the effects of capability and behaviour across the journey or value chain?"", ""Where do people experience the effects of equity and wellbeing across the journey or value chain?"", ""Where does environmental impact appear across lifecycle stages, places, suppliers or material flows?"", ""Where does natural dependencies appear across lifecycle stages, places, suppliers or material flows?"", ""Where does evidence and limits appear across lifecycle stages, places, suppliers or material flows?""]"
urbanrise,UrbanRise Developments,completionPercentage,100
urbanrise,UrbanRise Developments,readiness,ready_to_proceed
cloudspring,CloudSpring Technologies,hotspots,"[{""id"": ""hotspot-cloudspring-stage-1"", ""stageId"": ""cloudspring-stage-1"", ""title"": ""Product design hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-cloudspring-stage-2"", ""stageId"": ""cloudspring-stage-2"", ""title"": ""Cloud procurement hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 1 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-cloudspring-stage-3"", ""stageId"": ""cloudspring-stage-3"", ""title"": ""Development hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 1 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-cloudspring-stage-4"", ""stageId"": ""cloudspring-stage-4"", ""title"": ""Deployment hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-cloudspring-stage-5"", ""stageId"": ""cloudspring-stage-5"", ""title"": ""Customer use hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 1 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-cloudspring-stage-6"", ""stageId"": ""cloudspring-stage-6"", ""title"": ""Employee work hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 1 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-cloudspring-stage-7"", ""stageId"": ""cloudspring-stage-7"", ""title"": ""End of life hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}]"
cloudspring,CloudSpring Technologies,leveragePoints,"[{""id"": ""leverage-cloudspring-rel-2"", ""relationshipId"": ""cloudspring-rel-2"", ""title"": ""Product design to Cloud procurement"", ""description"": ""Product design affects Cloud procurement through delay."", ""leverageType"": ""delay"", ""rationale"": ""Suggested because the map shows a delay that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""review"", ""uncertainty"": ""high"", ""confidence"": ""low"", ""relationshipType"": ""Delay"", ""nonAdjacent"": false}, {""id"": ""leverage-cloudspring-rel-3"", ""relationshipId"": ""cloudspring-rel-3"", ""title"": ""Cloud procurement to Development"", ""description"": ""Cloud procurement affects Development through delay."", ""leverageType"": ""delay"", ""rationale"": ""Suggested because the map shows a delay that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""review"", ""uncertainty"": ""medium"", ""confidence"": ""medium"", ""relationshipType"": ""Delay"", ""nonAdjacent"": false}, {""id"": ""leverage-cloudspring-rel-4"", ""relationshipId"": ""cloudspring-rel-4"", ""title"": ""Development to Deployment"", ""description"": ""Development affects Deployment through trade-off."", ""leverageType"": ""trade-off"", ""rationale"": ""Suggested because the map shows a trade-off that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""review"", ""uncertainty"": ""high"", ""confidence"": ""low"", ""relationshipType"": ""Trade-off"", ""nonAdjacent"": false}, {""id"": ""leverage-cloudspring-rel-5"", ""relationshipId"": ""cloudspring-rel-5"", ""title"": ""Deployment to Customer use"", ""description"": ""Deployment affects Customer use through bottleneck."", ""leverageType"": ""bottleneck"", ""rationale"": ""Suggested because the map shows a bottleneck that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""high"", ""uncertainty"": ""high"", ""confidence"": ""low"", ""relationshipType"": ""Bottleneck"", ""nonAdjacent"": false}, {""id"": ""leverage-cloudspring-rel-6"", ""relationshipId"": ""cloudspring-rel-6"", ""title"": ""Customer use to Employee work"", ""description"": ""Customer use affects Employee work through feedback loop."", ""leverageType"": ""feedback_loop"", ""rationale"": ""Suggested because the map shows a feedback loop that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""high"", ""uncertainty"": ""high"", ""confidence"": ""low"", ""relationshipType"": ""Feedback loop"", ""nonAdjacent"": false}, {""id"": ""leverage-cloudspring-rel-7"", ""relationshipId"": ""cloudspring-rel-7"", ""title"": ""Employee work to End of life"", ""description"": ""Employee work affects End of life through risk transfer."", ""leverageType"": ""risk_transfer"", ""rationale"": ""Suggested because the map shows a risk transfer that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""review"", ""uncertainty"": ""high"", ""confidence"": ""low"", ""relationshipType"": ""Risk transfer"", ""nonAdjacent"": false}, {""id"": ""leverage-cloudspring-rel-feedback-final"", ""relationshipId"": ""cloudspring-rel-feedback-final"", ""title"": ""Employee work to Cloud procurement"", ""description"": ""Employee work affects Cloud procurement through feedback loop."", ""leverageType"": ""feedback_loop"", ""rationale"": ""Suggested because the map shows a feedback loop that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""high"", ""uncertainty"": ""medium"", ""confidence"": ""medium"", ""relationshipType"": ""Feedback loop"", ""nonAdjacent"": true}]"
