company_id,company,problem_id,problem_title,factor,score,weight,contribution,direction,explanation
terrabite,TerraBite Foods,terrabite-problem-3,Deforestation traceability,impact,5,20,100,raises,Impact is very high and carries weight 20.
terrabite,TerraBite Foods,terrabite-problem-3,Deforestation traceability,strategic,5,15,75,raises,Strategic is very high and carries weight 15.
terrabite,TerraBite Foods,terrabite-problem-3,Deforestation traceability,leverage,5,15,75,raises,Leverage is very high and carries weight 15.
terrabite,TerraBite Foods,terrabite-problem-3,Deforestation traceability,urgency,4,10,40,raises,Urgency is high and carries weight 10.
terrabite,TerraBite Foods,terrabite-problem-3,Deforestation traceability,influence,2,10,20,limits,Influence is low and carries weight 10.
terrabite,TerraBite Foods,terrabite-problem-3,Deforestation traceability,readiness,2,10,20,limits,Readiness is low and carries weight 10.
terrabite,TerraBite Foods,terrabite-problem-3,Deforestation traceability,confidence,1,10,10,limits,Confidence is very low and carries weight 10.
terrabite,TerraBite Foods,terrabite-problem-3,Deforestation traceability,stakeholder,4,5,20,raises,Stakeholder is high and carries weight 5.
terrabite,TerraBite Foods,terrabite-problem-3,Deforestation traceability,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
terrabite,TerraBite Foods,terrabite-problem-3,Deforestation traceability,effort,4,10,-40,lowers,Effort is high and is treated as a delivery penalty.
terrabite,TerraBite Foods,terrabite-problem-4,Processing water efficiency,impact,3,20,60,neutral,Impact is moderate and carries weight 20.
terrabite,TerraBite Foods,terrabite-problem-4,Processing water efficiency,strategic,3,15,45,neutral,Strategic is moderate and carries weight 15.
terrabite,TerraBite Foods,terrabite-problem-4,Processing water efficiency,leverage,3,15,45,neutral,Leverage is moderate and carries weight 15.
terrabite,TerraBite Foods,terrabite-problem-4,Processing water efficiency,urgency,3,10,30,neutral,Urgency is moderate and carries weight 10.
terrabite,TerraBite Foods,terrabite-problem-4,Processing water efficiency,influence,5,10,50,raises,Influence is very high and carries weight 10.
terrabite,TerraBite Foods,terrabite-problem-4,Processing water efficiency,readiness,4,10,40,raises,Readiness is high and carries weight 10.
terrabite,TerraBite Foods,terrabite-problem-4,Processing water efficiency,confidence,4,10,40,raises,Confidence is high and carries weight 10.
terrabite,TerraBite Foods,terrabite-problem-4,Processing water efficiency,stakeholder,2,5,10,limits,Stakeholder is low and carries weight 5.
terrabite,TerraBite Foods,terrabite-problem-4,Processing water efficiency,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
terrabite,TerraBite Foods,terrabite-problem-4,Processing water efficiency,effort,2,10,-20,supports feasibility,Effort is low and is treated as a delivery penalty.
terrabite,TerraBite Foods,terrabite-problem-5,Packaging visibility bias,impact,2,20,40,limits,Impact is low and carries weight 20.
terrabite,TerraBite Foods,terrabite-problem-5,Packaging visibility bias,strategic,3,15,45,neutral,Strategic is moderate and carries weight 15.
terrabite,TerraBite Foods,terrabite-problem-5,Packaging visibility bias,leverage,2,15,30,limits,Leverage is low and carries weight 15.
terrabite,TerraBite Foods,terrabite-problem-5,Packaging visibility bias,urgency,3,10,30,neutral,Urgency is moderate and carries weight 10.
terrabite,TerraBite Foods,terrabite-problem-5,Packaging visibility bias,influence,4,10,40,raises,Influence is high and carries weight 10.
terrabite,TerraBite Foods,terrabite-problem-5,Packaging visibility bias,readiness,5,10,50,raises,Readiness is very high and carries weight 10.
terrabite,TerraBite Foods,terrabite-problem-5,Packaging visibility bias,confidence,5,10,50,raises,Confidence is very high and carries weight 10.
terrabite,TerraBite Foods,terrabite-problem-5,Packaging visibility bias,stakeholder,3,5,15,neutral,Stakeholder is moderate and carries weight 5.
terrabite,TerraBite Foods,terrabite-problem-5,Packaging visibility bias,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
terrabite,TerraBite Foods,terrabite-problem-5,Packaging visibility bias,effort,2,10,-20,supports feasibility,Effort is low and is treated as a delivery penalty.
urbanrise,UrbanRise Developments,urbanrise-problem-1,Early design carbon lock-in,impact,5,20,100,raises,Impact is very high and carries weight 20.
urbanrise,UrbanRise Developments,urbanrise-problem-1,Early design carbon lock-in,strategic,5,15,75,raises,Strategic is very high and carries weight 15.
urbanrise,UrbanRise Developments,urbanrise-problem-1,Early design carbon lock-in,leverage,5,15,75,raises,Leverage is very high and carries weight 15.
urbanrise,UrbanRise Developments,urbanrise-problem-1,Early design carbon lock-in,urgency,4,10,40,raises,Urgency is high and carries weight 10.
urbanrise,UrbanRise Developments,urbanrise-problem-1,Early design carbon lock-in,influence,5,10,50,raises,Influence is very high and carries weight 10.
urbanrise,UrbanRise Developments,urbanrise-problem-1,Early design carbon lock-in,readiness,3,10,30,neutral,Readiness is moderate and carries weight 10.
urbanrise,UrbanRise Developments,urbanrise-problem-1,Early design carbon lock-in,confidence,3,10,30,neutral,Confidence is moderate and carries weight 10.
urbanrise,UrbanRise Developments,urbanrise-problem-1,Early design carbon lock-in,stakeholder,4,5,20,raises,Stakeholder is high and carries weight 5.
urbanrise,UrbanRise Developments,urbanrise-problem-1,Early design carbon lock-in,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
urbanrise,UrbanRise Developments,urbanrise-problem-1,Early design carbon lock-in,effort,3,10,-30,neutral,Effort is moderate and is treated as a delivery penalty.
urbanrise,UrbanRise Developments,urbanrise-problem-2,Community trust and planning,impact,4,20,80,raises,Impact is high and carries weight 20.
urbanrise,UrbanRise Developments,urbanrise-problem-2,Community trust and planning,strategic,5,15,75,raises,Strategic is very high and carries weight 15.
urbanrise,UrbanRise Developments,urbanrise-problem-2,Community trust and planning,leverage,4,15,60,raises,Leverage is high and carries weight 15.
urbanrise,UrbanRise Developments,urbanrise-problem-2,Community trust and planning,urgency,5,10,50,raises,Urgency is very high and carries weight 10.
urbanrise,UrbanRise Developments,urbanrise-problem-2,Community trust and planning,influence,4,10,40,raises,Influence is high and carries weight 10.
urbanrise,UrbanRise Developments,urbanrise-problem-2,Community trust and planning,readiness,3,10,30,neutral,Readiness is moderate and carries weight 10.
urbanrise,UrbanRise Developments,urbanrise-problem-2,Community trust and planning,confidence,3,10,30,neutral,Confidence is moderate and carries weight 10.
urbanrise,UrbanRise Developments,urbanrise-problem-2,Community trust and planning,stakeholder,5,5,25,raises,Stakeholder is very high and carries weight 5.
urbanrise,UrbanRise Developments,urbanrise-problem-2,Community trust and planning,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
urbanrise,UrbanRise Developments,urbanrise-problem-2,Community trust and planning,effort,3,10,-30,neutral,Effort is moderate and is treated as a delivery penalty.
urbanrise,UrbanRise Developments,urbanrise-problem-3,Low-carbon material adoption,impact,4,20,80,raises,Impact is high and carries weight 20.
urbanrise,UrbanRise Developments,urbanrise-problem-3,Low-carbon material adoption,strategic,4,15,60,raises,Strategic is high and carries weight 15.
urbanrise,UrbanRise Developments,urbanrise-problem-3,Low-carbon material adoption,leverage,4,15,60,raises,Leverage is high and carries weight 15.
urbanrise,UrbanRise Developments,urbanrise-problem-3,Low-carbon material adoption,urgency,4,10,40,raises,Urgency is high and carries weight 10.
urbanrise,UrbanRise Developments,urbanrise-problem-3,Low-carbon material adoption,influence,4,10,40,raises,Influence is high and carries weight 10.
urbanrise,UrbanRise Developments,urbanrise-problem-3,Low-carbon material adoption,readiness,3,10,30,neutral,Readiness is moderate and carries weight 10.
urbanrise,UrbanRise Developments,urbanrise-problem-3,Low-carbon material adoption,confidence,3,10,30,neutral,Confidence is moderate and carries weight 10.
urbanrise,UrbanRise Developments,urbanrise-problem-3,Low-carbon material adoption,stakeholder,3,5,15,neutral,Stakeholder is moderate and carries weight 5.
urbanrise,UrbanRise Developments,urbanrise-problem-3,Low-carbon material adoption,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
urbanrise,UrbanRise Developments,urbanrise-problem-3,Low-carbon material adoption,effort,4,10,-40,lowers,Effort is high and is treated as a delivery penalty.
urbanrise,UrbanRise Developments,urbanrise-problem-4,Construction waste,impact,3,20,60,neutral,Impact is moderate and carries weight 20.
urbanrise,UrbanRise Developments,urbanrise-problem-4,Construction waste,strategic,3,15,45,neutral,Strategic is moderate and carries weight 15.
urbanrise,UrbanRise Developments,urbanrise-problem-4,Construction waste,leverage,3,15,45,neutral,Leverage is moderate and carries weight 15.
urbanrise,UrbanRise Developments,urbanrise-problem-4,Construction waste,urgency,3,10,30,neutral,Urgency is moderate and carries weight 10.
urbanrise,UrbanRise Developments,urbanrise-problem-4,Construction waste,influence,4,10,40,raises,Influence is high and carries weight 10.
urbanrise,UrbanRise Developments,urbanrise-problem-4,Construction waste,readiness,4,10,40,raises,Readiness is high and carries weight 10.
urbanrise,UrbanRise Developments,urbanrise-problem-4,Construction waste,confidence,4,10,40,raises,Confidence is high and carries weight 10.
urbanrise,UrbanRise Developments,urbanrise-problem-4,Construction waste,stakeholder,2,5,10,limits,Stakeholder is low and carries weight 5.
urbanrise,UrbanRise Developments,urbanrise-problem-4,Construction waste,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
urbanrise,UrbanRise Developments,urbanrise-problem-4,Construction waste,effort,2,10,-20,supports feasibility,Effort is low and is treated as a delivery penalty.
urbanrise,UrbanRise Developments,urbanrise-problem-5,Biodiversity on sites,impact,4,20,80,raises,Impact is high and carries weight 20.
urbanrise,UrbanRise Developments,urbanrise-problem-5,Biodiversity on sites,strategic,4,15,60,raises,Strategic is high and carries weight 15.
urbanrise,UrbanRise Developments,urbanrise-problem-5,Biodiversity on sites,leverage,4,15,60,raises,Leverage is high and carries weight 15.
urbanrise,UrbanRise Developments,urbanrise-problem-5,Biodiversity on sites,urgency,3,10,30,neutral,Urgency is moderate and carries weight 10.
urbanrise,UrbanRise Developments,urbanrise-problem-5,Biodiversity on sites,influence,3,10,30,neutral,Influence is moderate and carries weight 10.
urbanrise,UrbanRise Developments,urbanrise-problem-5,Biodiversity on sites,readiness,3,10,30,neutral,Readiness is moderate and carries weight 10.
urbanrise,UrbanRise Developments,urbanrise-problem-5,Biodiversity on sites,confidence,2,10,20,limits,Confidence is low and carries weight 10.
urbanrise,UrbanRise Developments,urbanrise-problem-5,Biodiversity on sites,stakeholder,4,5,20,raises,Stakeholder is high and carries weight 5.
urbanrise,UrbanRise Developments,urbanrise-problem-5,Biodiversity on sites,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
urbanrise,UrbanRise Developments,urbanrise-problem-5,Biodiversity on sites,effort,3,10,-30,neutral,Effort is moderate and is treated as a delivery penalty.
cloudspring,CloudSpring Technologies,cloudspring-problem-1,Cloud impact evidence,impact,5,20,100,raises,Impact is very high and carries weight 20.
cloudspring,CloudSpring Technologies,cloudspring-problem-1,Cloud impact evidence,strategic,5,15,75,raises,Strategic is very high and carries weight 15.
cloudspring,CloudSpring Technologies,cloudspring-problem-1,Cloud impact evidence,leverage,5,15,75,raises,Leverage is very high and carries weight 15.
cloudspring,CloudSpring Technologies,cloudspring-problem-1,Cloud impact evidence,urgency,4,10,40,raises,Urgency is high and carries weight 10.
cloudspring,CloudSpring Technologies,cloudspring-problem-1,Cloud impact evidence,influence,3,10,30,neutral,Influence is moderate and carries weight 10.
cloudspring,CloudSpring Technologies,cloudspring-problem-1,Cloud impact evidence,readiness,2,10,20,limits,Readiness is low and carries weight 10.
cloudspring,CloudSpring Technologies,cloudspring-problem-1,Cloud impact evidence,confidence,1,10,10,limits,Confidence is very low and carries weight 10.
cloudspring,CloudSpring Technologies,cloudspring-problem-1,Cloud impact evidence,stakeholder,3,5,15,neutral,Stakeholder is moderate and carries weight 5.
cloudspring,CloudSpring Technologies,cloudspring-problem-1,Cloud impact evidence,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
cloudspring,CloudSpring Technologies,cloudspring-problem-1,Cloud impact evidence,effort,3,10,-30,neutral,Effort is moderate and is treated as a delivery penalty.
cloudspring,CloudSpring Technologies,cloudspring-problem-2,AI workload growth,impact,4,20,80,raises,Impact is high and carries weight 20.
cloudspring,CloudSpring Technologies,cloudspring-problem-2,AI workload growth,strategic,5,15,75,raises,Strategic is very high and carries weight 15.
cloudspring,CloudSpring Technologies,cloudspring-problem-2,AI workload growth,leverage,4,15,60,raises,Leverage is high and carries weight 15.
cloudspring,CloudSpring Technologies,cloudspring-problem-2,AI workload growth,urgency,4,10,40,raises,Urgency is high and carries weight 10.
cloudspring,CloudSpring Technologies,cloudspring-problem-2,AI workload growth,influence,5,10,50,raises,Influence is very high and carries weight 10.
cloudspring,CloudSpring Technologies,cloudspring-problem-2,AI workload growth,readiness,3,10,30,neutral,Readiness is moderate and carries weight 10.
cloudspring,CloudSpring Technologies,cloudspring-problem-2,AI workload growth,confidence,2,10,20,limits,Confidence is low and carries weight 10.
cloudspring,CloudSpring Technologies,cloudspring-problem-2,AI workload growth,stakeholder,3,5,15,neutral,Stakeholder is moderate and carries weight 5.
cloudspring,CloudSpring Technologies,cloudspring-problem-2,AI workload growth,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
cloudspring,CloudSpring Technologies,cloudspring-problem-2,AI workload growth,effort,3,10,-30,neutral,Effort is moderate and is treated as a delivery penalty.
cloudspring,CloudSpring Technologies,cloudspring-problem-3,Engineering efficiency behaviour,impact,3,20,60,neutral,Impact is moderate and carries weight 20.
cloudspring,CloudSpring Technologies,cloudspring-problem-3,Engineering efficiency behaviour,strategic,4,15,60,raises,Strategic is high and carries weight 15.
cloudspring,CloudSpring Technologies,cloudspring-problem-3,Engineering efficiency behaviour,leverage,4,15,60,raises,Leverage is high and carries weight 15.
cloudspring,CloudSpring Technologies,cloudspring-problem-3,Engineering efficiency behaviour,urgency,3,10,30,neutral,Urgency is moderate and carries weight 10.
cloudspring,CloudSpring Technologies,cloudspring-problem-3,Engineering efficiency behaviour,influence,5,10,50,raises,Influence is very high and carries weight 10.
cloudspring,CloudSpring Technologies,cloudspring-problem-3,Engineering efficiency behaviour,readiness,4,10,40,raises,Readiness is high and carries weight 10.
cloudspring,CloudSpring Technologies,cloudspring-problem-3,Engineering efficiency behaviour,confidence,2,10,20,limits,Confidence is low and carries weight 10.
cloudspring,CloudSpring Technologies,cloudspring-problem-3,Engineering efficiency behaviour,stakeholder,3,5,15,neutral,Stakeholder is moderate and carries weight 5.
cloudspring,CloudSpring Technologies,cloudspring-problem-3,Engineering efficiency behaviour,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
cloudspring,CloudSpring Technologies,cloudspring-problem-3,Engineering efficiency behaviour,effort,2,10,-20,supports feasibility,Effort is low and is treated as a delivery penalty.
cloudspring,CloudSpring Technologies,cloudspring-problem-4,Customer environmental claims,impact,3,20,60,neutral,Impact is moderate and carries weight 20.
cloudspring,CloudSpring Technologies,cloudspring-problem-4,Customer environmental claims,strategic,4,15,60,raises,Strategic is high and carries weight 15.
cloudspring,CloudSpring Technologies,cloudspring-problem-4,Customer environmental claims,leverage,3,15,45,neutral,Leverage is moderate and carries weight 15.
cloudspring,CloudSpring Technologies,cloudspring-problem-4,Customer environmental claims,urgency,4,10,40,raises,Urgency is high and carries weight 10.
cloudspring,CloudSpring Technologies,cloudspring-problem-4,Customer environmental claims,influence,4,10,40,raises,Influence is high and carries weight 10.
cloudspring,CloudSpring Technologies,cloudspring-problem-4,Customer environmental claims,readiness,3,10,30,neutral,Readiness is moderate and carries weight 10.
cloudspring,CloudSpring Technologies,cloudspring-problem-4,Customer environmental claims,confidence,1,10,10,limits,Confidence is very low and carries weight 10.
cloudspring,CloudSpring Technologies,cloudspring-problem-4,Customer environmental claims,stakeholder,4,5,20,raises,Stakeholder is high and carries weight 5.
cloudspring,CloudSpring Technologies,cloudspring-problem-4,Customer environmental claims,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
cloudspring,CloudSpring Technologies,cloudspring-problem-4,Customer environmental claims,effort,2,10,-20,supports feasibility,Effort is low and is treated as a delivery penalty.
cloudspring,CloudSpring Technologies,cloudspring-problem-5,Hardware lifecycle,impact,3,20,60,neutral,Impact is moderate and carries weight 20.
cloudspring,CloudSpring Technologies,cloudspring-problem-5,Hardware lifecycle,strategic,3,15,45,neutral,Strategic is moderate and carries weight 15.
cloudspring,CloudSpring Technologies,cloudspring-problem-5,Hardware lifecycle,leverage,3,15,45,neutral,Leverage is moderate and carries weight 15.
cloudspring,CloudSpring Technologies,cloudspring-problem-5,Hardware lifecycle,urgency,2,10,20,limits,Urgency is low and carries weight 10.
cloudspring,CloudSpring Technologies,cloudspring-problem-5,Hardware lifecycle,influence,3,10,30,neutral,Influence is moderate and carries weight 10.
cloudspring,CloudSpring Technologies,cloudspring-problem-5,Hardware lifecycle,readiness,3,10,30,neutral,Readiness is moderate and carries weight 10.
cloudspring,CloudSpring Technologies,cloudspring-problem-5,Hardware lifecycle,confidence,2,10,20,limits,Confidence is low and carries weight 10.
cloudspring,CloudSpring Technologies,cloudspring-problem-5,Hardware lifecycle,stakeholder,2,5,10,limits,Stakeholder is low and carries weight 5.
cloudspring,CloudSpring Technologies,cloudspring-problem-5,Hardware lifecycle,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
cloudspring,CloudSpring Technologies,cloudspring-problem-5,Hardware lifecycle,effort,2,10,-20,supports feasibility,Effort is low and is treated as a delivery penalty.
loophome,LoopHome Circular Services,loophome-problem-1,Validate circular impact,impact,5,20,100,raises,Impact is very high and carries weight 20.
loophome,LoopHome Circular Services,loophome-problem-1,Validate circular impact,strategic,5,15,75,raises,Strategic is very high and carries weight 15.
loophome,LoopHome Circular Services,loophome-problem-1,Validate circular impact,leverage,5,15,75,raises,Leverage is very high and carries weight 15.
loophome,LoopHome Circular Services,loophome-problem-1,Validate circular impact,urgency,4,10,40,raises,Urgency is high and carries weight 10.
loophome,LoopHome Circular Services,loophome-problem-1,Validate circular impact,influence,3,10,30,neutral,Influence is moderate and carries weight 10.
loophome,LoopHome Circular Services,loophome-problem-1,Validate circular impact,readiness,2,10,20,limits,Readiness is low and carries weight 10.
loophome,LoopHome Circular Services,loophome-problem-1,Validate circular impact,confidence,1,10,10,limits,Confidence is very low and carries weight 10.
loophome,LoopHome Circular Services,loophome-problem-1,Validate circular impact,stakeholder,4,5,20,raises,Stakeholder is high and carries weight 5.
loophome,LoopHome Circular Services,loophome-problem-1,Validate circular impact,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
loophome,LoopHome Circular Services,loophome-problem-1,Validate circular impact,effort,3,10,-30,neutral,Effort is moderate and is treated as a delivery penalty.
loophome,LoopHome Circular Services,loophome-problem-2,Customer churn and transport,impact,4,20,80,raises,Impact is high and carries weight 20.
loophome,LoopHome Circular Services,loophome-problem-2,Customer churn and transport,strategic,4,15,60,raises,Strategic is high and carries weight 15.
loophome,LoopHome Circular Services,loophome-problem-2,Customer churn and transport,leverage,4,15,60,raises,Leverage is high and carries weight 15.
loophome,LoopHome Circular Services,loophome-problem-2,Customer churn and transport,urgency,4,10,40,raises,Urgency is high and carries weight 10.
loophome,LoopHome Circular Services,loophome-problem-2,Customer churn and transport,influence,4,10,40,raises,Influence is high and carries weight 10.
loophome,LoopHome Circular Services,loophome-problem-2,Customer churn and transport,readiness,3,10,30,neutral,Readiness is moderate and carries weight 10.
loophome,LoopHome Circular Services,loophome-problem-2,Customer churn and transport,confidence,2,10,20,limits,Confidence is low and carries weight 10.
loophome,LoopHome Circular Services,loophome-problem-2,Customer churn and transport,stakeholder,4,5,20,raises,Stakeholder is high and carries weight 5.
loophome,LoopHome Circular Services,loophome-problem-2,Customer churn and transport,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
loophome,LoopHome Circular Services,loophome-problem-2,Customer churn and transport,effort,2,10,-20,supports feasibility,Effort is low and is treated as a delivery penalty.
loophome,LoopHome Circular Services,loophome-problem-3,Technician capacity,impact,3,20,60,neutral,Impact is moderate and carries weight 20.
loophome,LoopHome Circular Services,loophome-problem-3,Technician capacity,strategic,4,15,60,raises,Strategic is high and carries weight 15.
loophome,LoopHome Circular Services,loophome-problem-3,Technician capacity,leverage,3,15,45,neutral,Leverage is moderate and carries weight 15.
loophome,LoopHome Circular Services,loophome-problem-3,Technician capacity,urgency,4,10,40,raises,Urgency is high and carries weight 10.
loophome,LoopHome Circular Services,loophome-problem-3,Technician capacity,influence,4,10,40,raises,Influence is high and carries weight 10.
loophome,LoopHome Circular Services,loophome-problem-3,Technician capacity,readiness,3,10,30,neutral,Readiness is moderate and carries weight 10.
loophome,LoopHome Circular Services,loophome-problem-3,Technician capacity,confidence,3,10,30,neutral,Confidence is moderate and carries weight 10.
loophome,LoopHome Circular Services,loophome-problem-3,Technician capacity,stakeholder,4,5,20,raises,Stakeholder is high and carries weight 5.
loophome,LoopHome Circular Services,loophome-problem-3,Technician capacity,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
loophome,LoopHome Circular Services,loophome-problem-3,Technician capacity,effort,3,10,-30,neutral,Effort is moderate and is treated as a delivery penalty.
loophome,LoopHome Circular Services,loophome-problem-4,Appliance energy performance,impact,4,20,80,raises,Impact is high and carries weight 20.
loophome,LoopHome Circular Services,loophome-problem-4,Appliance energy performance,strategic,4,15,60,raises,Strategic is high and carries weight 15.
loophome,LoopHome Circular Services,loophome-problem-4,Appliance energy performance,leverage,4,15,60,raises,Leverage is high and carries weight 15.
loophome,LoopHome Circular Services,loophome-problem-4,Appliance energy performance,urgency,3,10,30,neutral,Urgency is moderate and carries weight 10.
loophome,LoopHome Circular Services,loophome-problem-4,Appliance energy performance,influence,2,10,20,limits,Influence is low and carries weight 10.
loophome,LoopHome Circular Services,loophome-problem-4,Appliance energy performance,readiness,2,10,20,limits,Readiness is low and carries weight 10.
loophome,LoopHome Circular Services,loophome-problem-4,Appliance energy performance,confidence,2,10,20,limits,Confidence is low and carries weight 10.
loophome,LoopHome Circular Services,loophome-problem-4,Appliance energy performance,stakeholder,3,5,15,neutral,Stakeholder is moderate and carries weight 5.
loophome,LoopHome Circular Services,loophome-problem-4,Appliance energy performance,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
loophome,LoopHome Circular Services,loophome-problem-4,Appliance energy performance,effort,3,10,-30,neutral,Effort is moderate and is treated as a delivery penalty.
loophome,LoopHome Circular Services,loophome-problem-5,Investor growth pressure,impact,3,20,60,neutral,Impact is moderate and carries weight 20.
loophome,LoopHome Circular Services,loophome-problem-5,Investor growth pressure,strategic,4,15,60,raises,Strategic is high and carries weight 15.
loophome,LoopHome Circular Services,loophome-problem-5,Investor growth pressure,leverage,3,15,45,neutral,Leverage is moderate and carries weight 15.
loophome,LoopHome Circular Services,loophome-problem-5,Investor growth pressure,urgency,3,10,30,neutral,Urgency is moderate and carries weight 10.
loophome,LoopHome Circular Services,loophome-problem-5,Investor growth pressure,influence,3,10,30,neutral,Influence is moderate and carries weight 10.
loophome,LoopHome Circular Services,loophome-problem-5,Investor growth pressure,readiness,3,10,30,neutral,Readiness is moderate and carries weight 10.
loophome,LoopHome Circular Services,loophome-problem-5,Investor growth pressure,confidence,2,10,20,limits,Confidence is low and carries weight 10.
loophome,LoopHome Circular Services,loophome-problem-5,Investor growth pressure,stakeholder,3,5,15,neutral,Stakeholder is moderate and carries weight 5.
loophome,LoopHome Circular Services,loophome-problem-5,Investor growth pressure,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
loophome,LoopHome Circular Services,loophome-problem-5,Investor growth pressure,effort,2,10,-20,supports feasibility,Effort is low and is treated as a delivery penalty.
citymotion,CityMotion Transit Authority,citymotion-problem-1,Fair fleet transition,impact,5,20,100,raises,Impact is very high and carries weight 20.
citymotion,CityMotion Transit Authority,citymotion-problem-1,Fair fleet transition,strategic,5,15,75,raises,Strategic is very high and carries weight 15.
citymotion,CityMotion Transit Authority,citymotion-problem-1,Fair fleet transition,leverage,5,15,75,raises,Leverage is very high and carries weight 15.
citymotion,CityMotion Transit Authority,citymotion-problem-1,Fair fleet transition,urgency,5,10,50,raises,Urgency is very high and carries weight 10.
citymotion,CityMotion Transit Authority,citymotion-problem-1,Fair fleet transition,influence,4,10,40,raises,Influence is high and carries weight 10.
citymotion,CityMotion Transit Authority,citymotion-problem-1,Fair fleet transition,readiness,3,10,30,neutral,Readiness is moderate and carries weight 10.
citymotion,CityMotion Transit Authority,citymotion-problem-1,Fair fleet transition,confidence,4,10,40,raises,Confidence is high and carries weight 10.
citymotion,CityMotion Transit Authority,citymotion-problem-1,Fair fleet transition,stakeholder,5,5,25,raises,Stakeholder is very high and carries weight 5.
citymotion,CityMotion Transit Authority,citymotion-problem-1,Fair fleet transition,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
citymotion,CityMotion Transit Authority,citymotion-problem-1,Fair fleet transition,effort,4,10,-40,lowers,Effort is high and is treated as a delivery penalty.
citymotion,CityMotion Transit Authority,citymotion-problem-2,Accessibility safeguard,impact,5,20,100,raises,Impact is very high and carries weight 20.
citymotion,CityMotion Transit Authority,citymotion-problem-2,Accessibility safeguard,strategic,5,15,75,raises,Strategic is very high and carries weight 15.
citymotion,CityMotion Transit Authority,citymotion-problem-2,Accessibility safeguard,leverage,4,15,60,raises,Leverage is high and carries weight 15.
citymotion,CityMotion Transit Authority,citymotion-problem-2,Accessibility safeguard,urgency,5,10,50,raises,Urgency is very high and carries weight 10.
citymotion,CityMotion Transit Authority,citymotion-problem-2,Accessibility safeguard,influence,5,10,50,raises,Influence is very high and carries weight 10.
citymotion,CityMotion Transit Authority,citymotion-problem-2,Accessibility safeguard,readiness,4,10,40,raises,Readiness is high and carries weight 10.
citymotion,CityMotion Transit Authority,citymotion-problem-2,Accessibility safeguard,confidence,4,10,40,raises,Confidence is high and carries weight 10.
citymotion,CityMotion Transit Authority,citymotion-problem-2,Accessibility safeguard,stakeholder,5,5,25,raises,Stakeholder is very high and carries weight 5.
citymotion,CityMotion Transit Authority,citymotion-problem-2,Accessibility safeguard,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
citymotion,CityMotion Transit Authority,citymotion-problem-2,Accessibility safeguard,effort,3,10,-30,neutral,Effort is moderate and is treated as a delivery penalty.
citymotion,CityMotion Transit Authority,citymotion-problem-3,Charging infrastructure readiness,impact,4,20,80,raises,Impact is high and carries weight 20.
citymotion,CityMotion Transit Authority,citymotion-problem-3,Charging infrastructure readiness,strategic,5,15,75,raises,Strategic is very high and carries weight 15.
citymotion,CityMotion Transit Authority,citymotion-problem-3,Charging infrastructure readiness,leverage,5,15,75,raises,Leverage is very high and carries weight 15.
citymotion,CityMotion Transit Authority,citymotion-problem-3,Charging infrastructure readiness,urgency,5,10,50,raises,Urgency is very high and carries weight 10.
citymotion,CityMotion Transit Authority,citymotion-problem-3,Charging infrastructure readiness,influence,3,10,30,neutral,Influence is moderate and carries weight 10.
citymotion,CityMotion Transit Authority,citymotion-problem-3,Charging infrastructure readiness,readiness,2,10,20,limits,Readiness is low and carries weight 10.
citymotion,CityMotion Transit Authority,citymotion-problem-3,Charging infrastructure readiness,confidence,3,10,30,neutral,Confidence is moderate and carries weight 10.
citymotion,CityMotion Transit Authority,citymotion-problem-3,Charging infrastructure readiness,stakeholder,3,5,15,neutral,Stakeholder is moderate and carries weight 5.
citymotion,CityMotion Transit Authority,citymotion-problem-3,Charging infrastructure readiness,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
citymotion,CityMotion Transit Authority,citymotion-problem-3,Charging infrastructure readiness,effort,4,10,-40,lowers,Effort is high and is treated as a delivery penalty.
citymotion,CityMotion Transit Authority,citymotion-problem-4,Maintenance workforce capability,impact,4,20,80,raises,Impact is high and carries weight 20.
citymotion,CityMotion Transit Authority,citymotion-problem-4,Maintenance workforce capability,strategic,4,15,60,raises,Strategic is high and carries weight 15.
citymotion,CityMotion Transit Authority,citymotion-problem-4,Maintenance workforce capability,leverage,4,15,60,raises,Leverage is high and carries weight 15.
citymotion,CityMotion Transit Authority,citymotion-problem-4,Maintenance workforce capability,urgency,4,10,40,raises,Urgency is high and carries weight 10.
