company_id,company,asset_stage,asset_name,asset_value
terrabite,TerraBite Foods,impact_journey,hotspots,"[{""id"": ""hotspot-terrabite-stage-1"", ""stageId"": ""terrabite-stage-1"", ""title"": ""Farming hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-terrabite-stage-2"", ""stageId"": ""terrabite-stage-2"", ""title"": ""Aggregation hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-terrabite-stage-3"", ""stageId"": ""terrabite-stage-3"", ""title"": ""Processing hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 1 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-terrabite-stage-4"", ""stageId"": ""terrabite-stage-4"", ""title"": ""Packaging hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 0 uncertainty items and 1 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""medium"", ""confidence"": ""medium""}, {""id"": ""hotspot-terrabite-stage-5"", ""stageId"": ""terrabite-stage-5"", ""title"": ""Distribution hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 1 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-terrabite-stage-6"", ""stageId"": ""terrabite-stage-6"", ""title"": ""Retail hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 1 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-terrabite-stage-7"", ""stageId"": ""terrabite-stage-7"", ""title"": ""Consumption hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 1 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}]"
terrabite,TerraBite Foods,impact_journey,leveragePoints,"[{""id"": ""leverage-terrabite-rel-2"", ""relationshipId"": ""terrabite-rel-2"", ""title"": ""Farming to Aggregation"", ""description"": ""Farming affects Aggregation through dependency."", ""leverageType"": ""dependency"", ""rationale"": ""Suggested because the map shows a dependency that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""review"", ""uncertainty"": ""high"", ""confidence"": ""low"", ""relationshipType"": ""Dependency"", ""nonAdjacent"": false}, {""id"": ""leverage-terrabite-rel-3"", ""relationshipId"": ""terrabite-rel-3"", ""title"": ""Aggregation to Processing"", ""description"": ""Aggregation affects Processing through delay."", ""leverageType"": ""delay"", ""rationale"": ""Suggested because the map shows a delay that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""review"", ""uncertainty"": ""medium"", ""confidence"": ""medium"", ""relationshipType"": ""Delay"", ""nonAdjacent"": false}, {""id"": ""leverage-terrabite-rel-4"", ""relationshipId"": ""terrabite-rel-4"", ""title"": ""Processing to Packaging"", ""description"": ""Processing affects Packaging through trade-off."", ""leverageType"": ""trade-off"", ""rationale"": ""Suggested because the map shows a trade-off that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""review"", ""uncertainty"": ""low"", ""confidence"": ""high"", ""relationshipType"": ""Trade-off"", ""nonAdjacent"": false}, {""id"": ""leverage-terrabite-rel-5"", ""relationshipId"": ""terrabite-rel-5"", ""title"": ""Packaging to Distribution"", ""description"": ""Packaging affects Distribution through bottleneck."", ""leverageType"": ""bottleneck"", ""rationale"": ""Suggested because the map shows a bottleneck that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""high"", ""uncertainty"": ""medium"", ""confidence"": ""medium"", ""relationshipType"": ""Bottleneck"", ""nonAdjacent"": false}, {""id"": ""leverage-terrabite-rel-6"", ""relationshipId"": ""terrabite-rel-6"", ""title"": ""Distribution to Retail"", ""description"": ""Distribution affects Retail through feedback loop."", ""leverageType"": ""feedback_loop"", ""rationale"": ""Suggested because the map shows a feedback loop that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""high"", ""uncertainty"": ""medium"", ""confidence"": ""medium"", ""relationshipType"": ""Feedback loop"", ""nonAdjacent"": false}, {""id"": ""leverage-terrabite-rel-7"", ""relationshipId"": ""terrabite-rel-7"", ""title"": ""Retail to Consumption"", ""description"": ""Retail affects Consumption through risk transfer."", ""leverageType"": ""risk_transfer"", ""rationale"": ""Suggested because the map shows a risk transfer that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""review"", ""uncertainty"": ""high"", ""confidence"": ""low"", ""relationshipType"": ""Risk transfer"", ""nonAdjacent"": false}, {""id"": ""leverage-terrabite-rel-feedback-final"", ""relationshipId"": ""terrabite-rel-feedback-final"", ""title"": ""Retail to Aggregation"", ""description"": ""Retail affects Aggregation through feedback loop."", ""leverageType"": ""feedback_loop"", ""rationale"": ""Suggested because the map shows a feedback loop that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""high"", ""uncertainty"": ""medium"", ""confidence"": ""medium"", ""relationshipType"": ""Feedback loop"", ""nonAdjacent"": true}]"
terrabite,TerraBite Foods,impact_journey,problemSignals,"[{""id"": ""impact-problem-terrabite-stage-1"", ""stageId"": ""terrabite-stage-1"", ""title"": ""Farming may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Farming."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-terrabite-stage-2"", ""stageId"": ""terrabite-stage-2"", ""title"": ""Aggregation may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Aggregation."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-terrabite-stage-3"", ""stageId"": ""terrabite-stage-3"", ""title"": ""Processing may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Processing."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 1 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-terrabite-stage-4"", ""stageId"": ""terrabite-stage-4"", ""title"": ""Packaging may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Packaging."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 0 uncertainty items and 1 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-terrabite-stage-5"", ""stageId"": ""terrabite-stage-5"", ""title"": ""Distribution may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Distribution."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 1 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-terrabite-stage-6"", ""stageId"": ""terrabite-stage-6"", ""title"": ""Retail may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Retail."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 1 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-terrabite-stage-7"", ""stageId"": ""terrabite-stage-7"", ""title"": ""Consumption may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Consumption."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 1 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-page3-stakeholder-power-may-need-deeper-human-enquiry"", ""stageId"": null, ""title"": ""Stakeholder Power may need deeper human enquiry"", ""description"": ""Stakeholder Power is marked as light with medium confidence."", ""type"": ""page3_import"", ""rationale"": ""Imported from Human question 17 and must be checked against the journey map."", ""confidence"": ""medium""}, {""id"": ""impact-problem-page3-capability-and-behaviour-may-need-deeper-human-enquiry"", ""stageId"": null, ""title"": ""Capability and Behaviour may need deeper human enquiry"", ""description"": ""Capability and Behaviour is marked as light with medium confidence."", ""type"": ""page3_import"", ""rationale"": ""Imported from Human question 18 and must be checked against the journey map."", ""confidence"": ""medium""}, {""id"": ""impact-problem-page3-equity-and-wellbeing-may-need-deeper-human-enquiry"", ""stageId"": null, ""title"": ""Equity and Wellbeing may need deeper human enquiry"", ""description"": ""Equity and Wellbeing is marked as light with medium confidence."", ""type"": ""page3_import"", ""rationale"": ""Imported from Human question 19 and must be checked against the journey map."", ""confidence"": ""medium""}, {""id"": ""impact-problem-page3-environmental-impact-may-need-ecological-systems-mapping"", ""stageId"": null, ""title"": ""Environmental Impact may need ecological systems mapping"", ""description"": ""Environmental Impact is marked as light with medium confidence."", ""type"": ""page3_import"", ""rationale"": ""Imported from Planetary question 30 and must be checked against the journey map."", ""confidence"": ""medium""}, {""id"": ""impact-problem-page3-natural-dependencies-may-need-ecological-systems-mapping"", ""stageId"": null, ""title"": ""Natural Dependencies may need ecological systems mapping"", ""description"": ""Natural Dependencies is marked as light with medium confidence."", ""type"": ""page3_import"", ""rationale"": ""Imported from Planetary question 31 and must be checked against the journey map."", ""confidence"": ""medium""}, {""id"": ""impact-problem-page3-evidence-and-limits-may-need-ecological-systems-mapping"", ""stageId"": null, ""title"": ""Evidence and Limits may need ecological systems mapping"", ""description"": ""Evidence and Limits is marked as light with medium confidence."", ""type"": ""page3_import"", ""rationale"": ""Imported from Planetary question 32 and must be checked against the journey map."", ""confidence"": ""medium""}]"
terrabite,TerraBite Foods,impact_journey,evidenceGaps,[]
terrabite,TerraBite Foods,impact_journey,priorityQuestions,"[""Where do people experience the effects of stakeholder power across the journey or value chain?"", ""Where do people experience the effects of capability and behaviour across the journey or value chain?"", ""Where do people experience the effects of equity and wellbeing across the journey or value chain?"", ""Where does environmental impact appear across lifecycle stages, places, suppliers or material flows?"", ""Where does natural dependencies appear across lifecycle stages, places, suppliers or material flows?"", ""Where does evidence and limits appear across lifecycle stages, places, suppliers or material flows?""]"
terrabite,TerraBite Foods,impact_journey,completionPercentage,100
terrabite,TerraBite Foods,impact_journey,readiness,ready_to_proceed
urbanrise,UrbanRise Developments,prototype,strategySummary,"{""pathways"": 1, ""primaryPathways"": 1, ""decisions"": [""experiment""]}"
urbanrise,UrbanRise Developments,prototype,experimentPack,"[{""pathwayId"": ""urbanrise-pathway-1"", ""title"": ""Early design carbon lock-in"", ""hypothesis"": ""A carbon and social-value checkpoint during concept design improves outcomes without unacceptable delay."", ""owner"": ""Design Director"", ""reviewDate"": ""2026-09-07"", ""decisionThreshold"": ""Better design decisions without material planning delay"", ""safeToFail"": [""Safety, fairness and evidence quality""]}]"
urbanrise,UrbanRise Developments,prototype,threeHorizonsRoadmap,"[{""pathwayId"": ""urbanrise-pathway-1"", ""horizons"": [{""type"": ""h1"", ""title"": ""Horizon 1"", ""timeframe"": ""0-3 months"", ""objective"": ""Run prototype"", ""actions"": [""Confirm scope"", ""Collect evidence""], ""owner"": ""Design Director"", ""decisionDate"": ""2026-09-07""}, {""type"": ""h2"", ""title"": ""Horizon 2"", ""timeframe"": ""3-12 months"", ""objective"": ""Iterate or expand"", ""actions"": [""Review result"", ""Adjust design""], ""owner"": ""Design Director"", ""decisionDate"": """"}, {""type"": ""h3"", ""title"": ""Horizon 3"", ""timeframe"": ""12+ months"", ""objective"": ""Scale if evidence supports"", ""actions"": [""Build capability"", ""Set governance""], ""owner"": ""Design Director"", ""decisionDate"": """"}]}]"
urbanrise,UrbanRise Developments,prototype,learningPlan,"[{""pathwayId"": ""urbanrise-pathway-1"", ""learningObjective"": ""Early-stage design leverage"", ""decisionThreshold"": ""Better design decisions without material planning delay""}]"
urbanrise,UrbanRise Developments,prototype,metricPlan,"[{""pathwayId"": ""urbanrise-pathway-1"", ""metrics"": [{""name"": ""Embodied-carbon estimate, design changes, project cost, planning risk, decision time and stakeholder concerns"", ""category"": ""learning"", ""unit"": ""mixed evidence set"", ""baseline"": ""Current baseline to be confirmed before launch"", ""target"": ""Better design decisions without material planning delay"", ""owner"": ""Design Director"", ""frequency"": ""baseline, midpoint and final review"", ""dataSource"": ""Operational data, stakeholder feedback and prototype evidence log""}, {""name"": ""Human outcome protected"", ""category"": ""outcome"", ""unit"": ""guardrail status"", ""baseline"": ""No explicit guardrail tested"", ""target"": ""No material harm to affected stakeholders"", ""owner"": ""Design Director"", ""frequency"": ""weekly during prototype"", ""dataSource"": ""Participant feedback and issue log""}]}]"
urbanrise,UrbanRise Developments,prototype,riskRegister,"[{""pathwayId"": ""urbanrise-pathway-1"", ""risks"": [{""category"": ""sector-specific"", ""description"": ""Checkpoint is bypassed because of programme pressure"", ""likelihood"": 3, ""severity"": 4, ""mitigation"": ""Assign Design Director as accountable owner, set a pre-launch baseline, and stop if the guardrail is breached."", ""owner"": ""Design Director"", ""watchSignal"": ""Unexpected harm, weak evidence, delay or stakeholder objection"", ""stopCondition"": ""Stop or redesign if safety, fairness, quality, access or evidence thresholds are breached""}]}]"
urbanrise,UrbanRise Developments,prioritisation,rankedProblemIds,"[""urbanrise-problem-1"", ""urbanrise-problem-2"", ""urbanrise-problem-3"", ""urbanrise-problem-5"", ""urbanrise-problem-4""]"
urbanrise,UrbanRise Developments,prioritisation,duplicatePairs,[]
