company_id,company,problem_id,problem_title,category,action,rationale,confidence,why_this,uncertainty,source_evidence,score_trace
terrabite,TerraBite Foods,terrabite-problem-3,Deforestation traceability,investigate,Design experiment,"Investigate is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and light green. The main constraint is influence, readiness, confidence, effort. Missing perspective evidence: business, human.",low,"Investigate is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and light green. The main constraint is influence, readiness, confidence, effort. Missing perspective evidence: business, human.",Low-confidence or missing perspective evidence should be tested before scaling.,"{""business"": [], ""human"": [], ""planetary"": [""nature""], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""terrabite-problem-3"", ""sourceStages"": [], ""evidenceSummary"": ""low"", ""confidence"": 1, ""missingPerspectives"": [""business"", ""human""], ""integrationStatus"": ""needs explicit review""}","{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 67, ""contributions"": [{""factor"": ""impact"", ""score"": 5, ""weight"": 20, ""contribution"": 100, ""direction"": ""raises"", ""explanation"": ""Impact is very high and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 5, ""weight"": 15, ""contribution"": 75, ""direction"": ""raises"", ""explanation"": ""Strategic is very high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 5, ""weight"": 15, ""contribution"": 75, ""direction"": ""raises"", ""explanation"": ""Leverage is very high and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Urgency is high and carries weight 10.""}, {""factor"": ""influence"", ""score"": 2, ""weight"": 10, ""contribution"": 20, ""direction"": ""limits"", ""explanation"": ""Influence is low and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 2, ""weight"": 10, ""contribution"": 20, ""direction"": ""limits"", ""explanation"": ""Readiness is low and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 1, ""weight"": 10, ""contribution"": 10, ""direction"": ""limits"", ""explanation"": ""Confidence is very low and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 4, ""weight"": 5, ""contribution"": 20, ""direction"": ""raises"", ""explanation"": ""Stakeholder is high and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 4, ""weight"": 10, ""contribution"": -40, ""direction"": ""lowers"", ""explanation"": ""Effort is high and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": [""influence"", ""readiness"", ""confidence"", ""effort""]}"
terrabite,TerraBite Foods,terrabite-problem-2,Fertiliser dependency,experiment,Design experiment,"Experiment is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and mid green. Missing perspective evidence: business, human.",medium,"Experiment is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and mid green. Missing perspective evidence: business, human.",Low-confidence or missing perspective evidence should be tested before scaling.,"{""business"": [], ""human"": [], ""planetary"": [""nature""], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""terrabite-problem-2"", ""sourceStages"": [], ""evidenceSummary"": ""medium"", ""confidence"": 3, ""missingPerspectives"": [""business"", ""human""], ""integrationStatus"": ""needs explicit review""}","{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 66, ""contributions"": [{""factor"": ""impact"", ""score"": 4, ""weight"": 20, ""contribution"": 80, ""direction"": ""raises"", ""explanation"": ""Impact is high and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Strategic is high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Leverage is high and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Urgency is high and carries weight 10.""}, {""factor"": ""influence"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Influence is moderate and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Readiness is moderate and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Confidence is moderate and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Stakeholder is moderate and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 3, ""weight"": 10, ""contribution"": -30, ""direction"": ""neutral"", ""explanation"": ""Effort is moderate and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": []}"
terrabite,TerraBite Foods,terrabite-problem-4,Processing water efficiency,act_now,Proceed to structured decision,"Act Now is suggested because impact, influence, strategic are the strongest score drivers, while the problem is classified as complicated and mid green. The main constraint is stakeholder. Missing perspective evidence: human.",high,"Act Now is suggested because impact, influence, strategic are the strongest score drivers, while the problem is classified as complicated and mid green. The main constraint is stakeholder. Missing perspective evidence: human.",Low-confidence or missing perspective evidence should be tested before scaling.,"{""business"": [""operations""], ""human"": [], ""planetary"": [""water"", ""nature""], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""terrabite-problem-4"", ""sourceStages"": [], ""evidenceSummary"": ""high"", ""confidence"": 4, ""missingPerspectives"": [""human""], ""integrationStatus"": ""needs explicit review""}","{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 63, ""contributions"": [{""factor"": ""impact"", ""score"": 3, ""weight"": 20, ""contribution"": 60, ""direction"": ""neutral"", ""explanation"": ""Impact is moderate and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 3, ""weight"": 15, ""contribution"": 45, ""direction"": ""neutral"", ""explanation"": ""Strategic is moderate and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 3, ""weight"": 15, ""contribution"": 45, ""direction"": ""neutral"", ""explanation"": ""Leverage is moderate and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Urgency is moderate and carries weight 10.""}, {""factor"": ""influence"", ""score"": 5, ""weight"": 10, ""contribution"": 50, ""direction"": ""raises"", ""explanation"": ""Influence is very high and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Readiness is high and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Confidence is high and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 2, ""weight"": 5, ""contribution"": 10, ""direction"": ""limits"", ""explanation"": ""Stakeholder is low and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 2, ""weight"": 10, ""contribution"": -20, ""direction"": ""supports feasibility"", ""explanation"": ""Effort is low and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""influence"", ""strategic""], ""mainConstraints"": [""stakeholder""]}"
terrabite,TerraBite Foods,terrabite-problem-5,Packaging visibility bias,act_now,Proceed to structured decision,"Act Now is suggested because readiness, confidence, strategic are the strongest score drivers, while the problem is classified as complicated and mid green. The main constraint is impact, leverage. Missing perspective evidence: business, human.",high,"Act Now is suggested because readiness, confidence, strategic are the strongest score drivers, while the problem is classified as complicated and mid green. The main constraint is impact, leverage. Missing perspective evidence: business, human.",Low-confidence or missing perspective evidence should be tested before scaling.,"{""business"": [], ""human"": [], ""planetary"": [""nature""], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""terrabite-problem-5"", ""sourceStages"": [], ""evidenceSummary"": ""high"", ""confidence"": 5, ""missingPerspectives"": [""business"", ""human""], ""integrationStatus"": ""needs explicit review""}","{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 59, ""contributions"": [{""factor"": ""impact"", ""score"": 2, ""weight"": 20, ""contribution"": 40, ""direction"": ""limits"", ""explanation"": ""Impact is low and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 3, ""weight"": 15, ""contribution"": 45, ""direction"": ""neutral"", ""explanation"": ""Strategic is moderate and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 2, ""weight"": 15, ""contribution"": 30, ""direction"": ""limits"", ""explanation"": ""Leverage is low and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Urgency is moderate and carries weight 10.""}, {""factor"": ""influence"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Influence is high and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 5, ""weight"": 10, ""contribution"": 50, ""direction"": ""raises"", ""explanation"": ""Readiness is very high and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 5, ""weight"": 10, ""contribution"": 50, ""direction"": ""raises"", ""explanation"": ""Confidence is very high and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Stakeholder is moderate and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 2, ""weight"": 10, ""contribution"": -20, ""direction"": ""supports feasibility"", ""explanation"": ""Effort is low and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""readiness"", ""confidence"", ""strategic""], ""mainConstraints"": [""impact"", ""leverage""]}"
urbanrise,UrbanRise Developments,urbanrise-problem-1,Early design carbon lock-in,experiment,Design experiment,"Experiment is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and mid green. Missing perspective evidence: business.",medium,"Experiment is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and mid green. Missing perspective evidence: business.",Low-confidence or missing perspective evidence should be tested before scaling.,"{""business"": [], ""human"": [""community""], ""planetary"": [""carbon""], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""urbanrise-problem-1"", ""sourceStages"": [], ""evidenceSummary"": ""medium"", ""confidence"": 3, ""missingPerspectives"": [""business""], ""integrationStatus"": ""needs explicit review""}","{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 81, ""contributions"": [{""factor"": ""impact"", ""score"": 5, ""weight"": 20, ""contribution"": 100, ""direction"": ""raises"", ""explanation"": ""Impact is very high and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 5, ""weight"": 15, ""contribution"": 75, ""direction"": ""raises"", ""explanation"": ""Strategic is very high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 5, ""weight"": 15, ""contribution"": 75, ""direction"": ""raises"", ""explanation"": ""Leverage is very high and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Urgency is high and carries weight 10.""}, {""factor"": ""influence"", ""score"": 5, ""weight"": 10, ""contribution"": 50, ""direction"": ""raises"", ""explanation"": ""Influence is very high and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Readiness is moderate and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Confidence is moderate and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 4, ""weight"": 5, ""contribution"": 20, ""direction"": ""raises"", ""explanation"": ""Stakeholder is high and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 3, ""weight"": 10, ""contribution"": -30, ""direction"": ""neutral"", ""explanation"": ""Effort is moderate and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": []}"
urbanrise,UrbanRise Developments,urbanrise-problem-2,Community trust and planning,experiment,Design experiment,"Experiment is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and mid green. Missing perspective evidence: business.",medium,"Experiment is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and mid green. Missing perspective evidence: business.",Low-confidence or missing perspective evidence should be tested before scaling.,"{""business"": [], ""human"": [""community""], ""planetary"": [""carbon""], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""urbanrise-problem-2"", ""sourceStages"": [], ""evidenceSummary"": ""medium"", ""confidence"": 3, ""missingPerspectives"": [""business""], ""integrationStatus"": ""needs explicit review""}","{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 75, ""contributions"": [{""factor"": ""impact"", ""score"": 4, ""weight"": 20, ""contribution"": 80, ""direction"": ""raises"", ""explanation"": ""Impact is high and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 5, ""weight"": 15, ""contribution"": 75, ""direction"": ""raises"", ""explanation"": ""Strategic is very high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Leverage is high and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 5, ""weight"": 10, ""contribution"": 50, ""direction"": ""raises"", ""explanation"": ""Urgency is very high and carries weight 10.""}, {""factor"": ""influence"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Influence is high and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Readiness is moderate and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Confidence is moderate and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 5, ""weight"": 5, ""contribution"": 25, ""direction"": ""raises"", ""explanation"": ""Stakeholder is very high and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 3, ""weight"": 10, ""contribution"": -30, ""direction"": ""neutral"", ""explanation"": ""Effort is moderate and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": []}"
urbanrise,UrbanRise Developments,urbanrise-problem-3,Low-carbon material adoption,experiment,Design experiment,"Experiment is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and mid green. The main constraint is effort. Missing perspective evidence: business.",medium,"Experiment is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and mid green. The main constraint is effort. Missing perspective evidence: business.",Low-confidence or missing perspective evidence should be tested before scaling.,"{""business"": [], ""human"": [""community""], ""planetary"": [""carbon"", ""material""], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""urbanrise-problem-3"", ""sourceStages"": [], ""evidenceSummary"": ""medium"", ""confidence"": 3, ""missingPerspectives"": [""business""], ""integrationStatus"": ""needs explicit review""}","{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 66, ""contributions"": [{""factor"": ""impact"", ""score"": 4, ""weight"": 20, ""contribution"": 80, ""direction"": ""raises"", ""explanation"": ""Impact is high and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Strategic is high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Leverage is high and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Urgency is high and carries weight 10.""}, {""factor"": ""influence"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Influence is high and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Readiness is moderate and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Confidence is moderate and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Stakeholder is moderate and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 4, ""weight"": 10, ""contribution"": -40, ""direction"": ""lowers"", ""explanation"": ""Effort is high and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": [""effort""]}"
urbanrise,UrbanRise Developments,urbanrise-problem-5,Biodiversity on sites,investigate,Design experiment,"Investigate is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and light green. The main constraint is confidence. Missing perspective evidence: business.",low,"Investigate is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and light green. The main constraint is confidence. Missing perspective evidence: business.",Low-confidence or missing perspective evidence should be tested before scaling.,"{""business"": [], ""human"": [""community""], ""planetary"": [""carbon"", ""nature"", ""biodiversity""], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""urbanrise-problem-5"", ""sourceStages"": [], ""evidenceSummary"": ""low"", ""confidence"": 2, ""missingPerspectives"": [""business""], ""integrationStatus"": ""needs explicit review""}","{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 63, ""contributions"": [{""factor"": ""impact"", ""score"": 4, ""weight"": 20, ""contribution"": 80, ""direction"": ""raises"", ""explanation"": ""Impact is high and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Strategic is high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Leverage is high and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Urgency is moderate and carries weight 10.""}, {""factor"": ""influence"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Influence is moderate and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Readiness is moderate and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 2, ""weight"": 10, ""contribution"": 20, ""direction"": ""limits"", ""explanation"": ""Confidence is low and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 4, ""weight"": 5, ""contribution"": 20, ""direction"": ""raises"", ""explanation"": ""Stakeholder is high and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 3, ""weight"": 10, ""contribution"": -30, ""direction"": ""neutral"", ""explanation"": ""Effort is moderate and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": [""confidence""]}"
urbanrise,UrbanRise Developments,urbanrise-problem-4,Construction waste,act_now,Proceed to structured decision,"Act Now is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complicated and mid green. The main constraint is stakeholder. Missing perspective evidence: business.",high,"Act Now is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complicated and mid green. The main constraint is stakeholder. Missing perspective evidence: business.",Low-confidence or missing perspective evidence should be tested before scaling.,"{""business"": [], ""human"": [""community""], ""planetary"": [""carbon"", ""waste""], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""urbanrise-problem-4"", ""sourceStages"": [], ""evidenceSummary"": ""high"", ""confidence"": 4, ""missingPerspectives"": [""business""], ""integrationStatus"": ""needs explicit review""}","{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 61, ""contributions"": [{""factor"": ""impact"", ""score"": 3, ""weight"": 20, ""contribution"": 60, ""direction"": ""neutral"", ""explanation"": ""Impact is moderate and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 3, ""weight"": 15, ""contribution"": 45, ""direction"": ""neutral"", ""explanation"": ""Strategic is moderate and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 3, ""weight"": 15, ""contribution"": 45, ""direction"": ""neutral"", ""explanation"": ""Leverage is moderate and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Urgency is moderate and carries weight 10.""}, {""factor"": ""influence"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Influence is high and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Readiness is high and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Confidence is high and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 2, ""weight"": 5, ""contribution"": 10, ""direction"": ""limits"", ""explanation"": ""Stakeholder is low and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 2, ""weight"": 10, ""contribution"": -20, ""direction"": ""supports feasibility"", ""explanation"": ""Effort is low and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": [""stakeholder""]}"
cloudspring,CloudSpring Technologies,cloudspring-problem-2,AI workload growth,investigate,Design experiment,"Investigate is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and light green. The main constraint is confidence. Missing perspective evidence: business, human, planetary.",low,"Investigate is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and light green. The main constraint is confidence. Missing perspective evidence: business, human, planetary.",Low-confidence or missing perspective evidence should be tested before scaling.,"{""business"": [], ""human"": [], ""planetary"": [], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""cloudspring-problem-2"", ""sourceStages"": [], ""evidenceSummary"": ""low"", ""confidence"": 2, ""missingPerspectives"": [""business"", ""human"", ""planetary""], ""integrationStatus"": ""needs explicit review""}","{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 71, ""contributions"": [{""factor"": ""impact"", ""score"": 4, ""weight"": 20, ""contribution"": 80, ""direction"": ""raises"", ""explanation"": ""Impact is high and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 5, ""weight"": 15, ""contribution"": 75, ""direction"": ""raises"", ""explanation"": ""Strategic is very high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Leverage is high and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Urgency is high and carries weight 10.""}, {""factor"": ""influence"", ""score"": 5, ""weight"": 10, ""contribution"": 50, ""direction"": ""raises"", ""explanation"": ""Influence is very high and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Readiness is moderate and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 2, ""weight"": 10, ""contribution"": 20, ""direction"": ""limits"", ""explanation"": ""Confidence is low and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Stakeholder is moderate and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 3, ""weight"": 10, ""contribution"": -30, ""direction"": ""neutral"", ""explanation"": ""Effort is moderate and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": [""confidence""]}"
cloudspring,CloudSpring Technologies,cloudspring-problem-1,Cloud impact evidence,investigate,Design experiment,"Investigate is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and light green. The main constraint is readiness, confidence. Missing perspective evidence: business, human, planetary.",low,"Investigate is suggested because impact, strategic, leverage are the strongest score drivers, while the problem is classified as complex and light green. The main constraint is readiness, confidence. Missing perspective evidence: business, human, planetary.",Low-confidence or missing perspective evidence should be tested before scaling.,"{""business"": [], ""human"": [], ""planetary"": [], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""cloudspring-problem-1"", ""sourceStages"": [], ""evidenceSummary"": ""low"", ""confidence"": 1, ""missingPerspectives"": [""business"", ""human"", ""planetary""], ""integrationStatus"": ""needs explicit review""}","{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 70, ""contributions"": [{""factor"": ""impact"", ""score"": 5, ""weight"": 20, ""contribution"": 100, ""direction"": ""raises"", ""explanation"": ""Impact is very high and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 5, ""weight"": 15, ""contribution"": 75, ""direction"": ""raises"", ""explanation"": ""Strategic is very high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 5, ""weight"": 15, ""contribution"": 75, ""direction"": ""raises"", ""explanation"": ""Leverage is very high and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Urgency is high and carries weight 10.""}, {""factor"": ""influence"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Influence is moderate and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 2, ""weight"": 10, ""contribution"": 20, ""direction"": ""limits"", ""explanation"": ""Readiness is low and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 1, ""weight"": 10, ""contribution"": 10, ""direction"": ""limits"", ""explanation"": ""Confidence is very low and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Stakeholder is moderate and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 3, ""weight"": 10, ""contribution"": -30, ""direction"": ""neutral"", ""explanation"": ""Effort is moderate and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": [""readiness"", ""confidence""]}"
