company_id,company,problem_id,title,description,cluster,status,selected,rank,spectrum,cynefin,overall,impact,urgency,strategic,stakeholder,influence,confidence,evidence,readiness,effort,leverage,unintended,score_trace,evidence_trace
terrabite,TerraBite Foods,terrabite-problem-3,Deforestation traceability,Deforestation traceability matters for TerraBite Foods because improve agricultural resilience and reduce nature impacts.,Traceability,selected,True,2,light,complex,67,5,4,5,4,2,1,1,2,4,5,4,"{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 67, ""contributions"": [{""factor"": ""impact"", ""score"": 5, ""weight"": 20, ""contribution"": 100, ""direction"": ""raises"", ""explanation"": ""Impact is very high and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 5, ""weight"": 15, ""contribution"": 75, ""direction"": ""raises"", ""explanation"": ""Strategic is very high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 5, ""weight"": 15, ""contribution"": 75, ""direction"": ""raises"", ""explanation"": ""Leverage is very high and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Urgency is high and carries weight 10.""}, {""factor"": ""influence"", ""score"": 2, ""weight"": 10, ""contribution"": 20, ""direction"": ""limits"", ""explanation"": ""Influence is low and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 2, ""weight"": 10, ""contribution"": 20, ""direction"": ""limits"", ""explanation"": ""Readiness is low and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 1, ""weight"": 10, ""contribution"": 10, ""direction"": ""limits"", ""explanation"": ""Confidence is very low and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 4, ""weight"": 5, ""contribution"": 20, ""direction"": ""raises"", ""explanation"": ""Stakeholder is high and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 4, ""weight"": 10, ""contribution"": -40, ""direction"": ""lowers"", ""explanation"": ""Effort is high and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": [""influence"", ""readiness"", ""confidence"", ""effort""]}","{""business"": [], ""human"": [], ""planetary"": [""nature""], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""terrabite-problem-3"", ""sourceStages"": [], ""evidenceSummary"": ""low"", ""confidence"": 1, ""missingPerspectives"": [""business"", ""human""], ""integrationStatus"": ""needs explicit review""}"
terrabite,TerraBite Foods,terrabite-problem-4,Processing water efficiency,Processing water efficiency matters for TerraBite Foods because improve agricultural resilience and reduce nature impacts.,Operations,confirmed,False,4,mid,complicated,63,3,3,3,2,5,4,4,4,2,3,2,"{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 63, ""contributions"": [{""factor"": ""impact"", ""score"": 3, ""weight"": 20, ""contribution"": 60, ""direction"": ""neutral"", ""explanation"": ""Impact is moderate and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 3, ""weight"": 15, ""contribution"": 45, ""direction"": ""neutral"", ""explanation"": ""Strategic is moderate and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 3, ""weight"": 15, ""contribution"": 45, ""direction"": ""neutral"", ""explanation"": ""Leverage is moderate and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Urgency is moderate and carries weight 10.""}, {""factor"": ""influence"", ""score"": 5, ""weight"": 10, ""contribution"": 50, ""direction"": ""raises"", ""explanation"": ""Influence is very high and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Readiness is high and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Confidence is high and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 2, ""weight"": 5, ""contribution"": 10, ""direction"": ""limits"", ""explanation"": ""Stakeholder is low and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 2, ""weight"": 10, ""contribution"": -20, ""direction"": ""supports feasibility"", ""explanation"": ""Effort is low and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""influence"", ""strategic""], ""mainConstraints"": [""stakeholder""]}","{""business"": [""operations""], ""human"": [], ""planetary"": [""water"", ""nature""], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""terrabite-problem-4"", ""sourceStages"": [], ""evidenceSummary"": ""high"", ""confidence"": 4, ""missingPerspectives"": [""human""], ""integrationStatus"": ""needs explicit review""}"
terrabite,TerraBite Foods,terrabite-problem-5,Packaging visibility bias,Packaging visibility bias matters for TerraBite Foods because improve agricultural resilience and reduce nature impacts.,Packaging,confirmed,False,5,mid,complicated,59,2,3,3,3,4,5,5,5,2,2,2,"{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 59, ""contributions"": [{""factor"": ""impact"", ""score"": 2, ""weight"": 20, ""contribution"": 40, ""direction"": ""limits"", ""explanation"": ""Impact is low and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 3, ""weight"": 15, ""contribution"": 45, ""direction"": ""neutral"", ""explanation"": ""Strategic is moderate and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 2, ""weight"": 15, ""contribution"": 30, ""direction"": ""limits"", ""explanation"": ""Leverage is low and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Urgency is moderate and carries weight 10.""}, {""factor"": ""influence"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Influence is high and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 5, ""weight"": 10, ""contribution"": 50, ""direction"": ""raises"", ""explanation"": ""Readiness is very high and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 5, ""weight"": 10, ""contribution"": 50, ""direction"": ""raises"", ""explanation"": ""Confidence is very high and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Stakeholder is moderate and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 2, ""weight"": 10, ""contribution"": -20, ""direction"": ""supports feasibility"", ""explanation"": ""Effort is low and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""readiness"", ""confidence"", ""strategic""], ""mainConstraints"": [""impact"", ""leverage""]}","{""business"": [], ""human"": [], ""planetary"": [""nature""], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""terrabite-problem-5"", ""sourceStages"": [], ""evidenceSummary"": ""high"", ""confidence"": 5, ""missingPerspectives"": [""business"", ""human""], ""integrationStatus"": ""needs explicit review""}"
urbanrise,UrbanRise Developments,urbanrise-problem-1,Early design carbon lock-in,Early design carbon lock-in matters for UrbanRise Developments because reduce embodied carbon and improve community value.,Design,selected,True,1,mid,complex,81,5,4,5,4,5,3,3,3,3,5,3,"{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 81, ""contributions"": [{""factor"": ""impact"", ""score"": 5, ""weight"": 20, ""contribution"": 100, ""direction"": ""raises"", ""explanation"": ""Impact is very high and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 5, ""weight"": 15, ""contribution"": 75, ""direction"": ""raises"", ""explanation"": ""Strategic is very high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 5, ""weight"": 15, ""contribution"": 75, ""direction"": ""raises"", ""explanation"": ""Leverage is very high and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Urgency is high and carries weight 10.""}, {""factor"": ""influence"", ""score"": 5, ""weight"": 10, ""contribution"": 50, ""direction"": ""raises"", ""explanation"": ""Influence is very high and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Readiness is moderate and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Confidence is moderate and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 4, ""weight"": 5, ""contribution"": 20, ""direction"": ""raises"", ""explanation"": ""Stakeholder is high and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 3, ""weight"": 10, ""contribution"": -30, ""direction"": ""neutral"", ""explanation"": ""Effort is moderate and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": []}","{""business"": [], ""human"": [""community""], ""planetary"": [""carbon""], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""urbanrise-problem-1"", ""sourceStages"": [], ""evidenceSummary"": ""medium"", ""confidence"": 3, ""missingPerspectives"": [""business""], ""integrationStatus"": ""needs explicit review""}"
urbanrise,UrbanRise Developments,urbanrise-problem-2,Community trust and planning,Community trust and planning matters for UrbanRise Developments because reduce embodied carbon and improve community value.,People,selected,True,2,mid,complex,75,4,5,5,5,4,3,3,3,3,4,4,"{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 75, ""contributions"": [{""factor"": ""impact"", ""score"": 4, ""weight"": 20, ""contribution"": 80, ""direction"": ""raises"", ""explanation"": ""Impact is high and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 5, ""weight"": 15, ""contribution"": 75, ""direction"": ""raises"", ""explanation"": ""Strategic is very high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Leverage is high and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 5, ""weight"": 10, ""contribution"": 50, ""direction"": ""raises"", ""explanation"": ""Urgency is very high and carries weight 10.""}, {""factor"": ""influence"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Influence is high and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Readiness is moderate and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Confidence is moderate and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 5, ""weight"": 5, ""contribution"": 25, ""direction"": ""raises"", ""explanation"": ""Stakeholder is very high and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 3, ""weight"": 10, ""contribution"": -30, ""direction"": ""neutral"", ""explanation"": ""Effort is moderate and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": []}","{""business"": [], ""human"": [""community""], ""planetary"": [""carbon""], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""urbanrise-problem-2"", ""sourceStages"": [], ""evidenceSummary"": ""medium"", ""confidence"": 3, ""missingPerspectives"": [""business""], ""integrationStatus"": ""needs explicit review""}"
urbanrise,UrbanRise Developments,urbanrise-problem-3,Low-carbon material adoption,Low-carbon material adoption matters for UrbanRise Developments because reduce embodied carbon and improve community value.,Materials,selected,True,3,mid,complex,66,4,4,4,3,4,3,3,3,4,4,3,"{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 66, ""contributions"": [{""factor"": ""impact"", ""score"": 4, ""weight"": 20, ""contribution"": 80, ""direction"": ""raises"", ""explanation"": ""Impact is high and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Strategic is high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Leverage is high and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Urgency is high and carries weight 10.""}, {""factor"": ""influence"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Influence is high and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Readiness is moderate and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Confidence is moderate and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Stakeholder is moderate and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 4, ""weight"": 10, ""contribution"": -40, ""direction"": ""lowers"", ""explanation"": ""Effort is high and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": [""effort""]}","{""business"": [], ""human"": [""community""], ""planetary"": [""carbon"", ""material""], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""urbanrise-problem-3"", ""sourceStages"": [], ""evidenceSummary"": ""medium"", ""confidence"": 3, ""missingPerspectives"": [""business""], ""integrationStatus"": ""needs explicit review""}"
urbanrise,UrbanRise Developments,urbanrise-problem-4,Construction waste,Construction waste matters for UrbanRise Developments because reduce embodied carbon and improve community value.,Waste,confirmed,False,5,mid,complicated,61,3,3,3,2,4,4,4,4,2,3,2,"{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 61, ""contributions"": [{""factor"": ""impact"", ""score"": 3, ""weight"": 20, ""contribution"": 60, ""direction"": ""neutral"", ""explanation"": ""Impact is moderate and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 3, ""weight"": 15, ""contribution"": 45, ""direction"": ""neutral"", ""explanation"": ""Strategic is moderate and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 3, ""weight"": 15, ""contribution"": 45, ""direction"": ""neutral"", ""explanation"": ""Leverage is moderate and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Urgency is moderate and carries weight 10.""}, {""factor"": ""influence"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Influence is high and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Readiness is high and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Confidence is high and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 2, ""weight"": 5, ""contribution"": 10, ""direction"": ""limits"", ""explanation"": ""Stakeholder is low and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 2, ""weight"": 10, ""contribution"": -20, ""direction"": ""supports feasibility"", ""explanation"": ""Effort is low and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": [""stakeholder""]}","{""business"": [], ""human"": [""community""], ""planetary"": [""carbon"", ""waste""], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""urbanrise-problem-4"", ""sourceStages"": [], ""evidenceSummary"": ""high"", ""confidence"": 4, ""missingPerspectives"": [""business""], ""integrationStatus"": ""needs explicit review""}"
urbanrise,UrbanRise Developments,urbanrise-problem-5,Biodiversity on sites,Biodiversity on sites matters for UrbanRise Developments because reduce embodied carbon and improve community value.,Nature,confirmed,False,4,light,complex,63,4,3,4,4,3,2,2,3,3,4,3,"{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 63, ""contributions"": [{""factor"": ""impact"", ""score"": 4, ""weight"": 20, ""contribution"": 80, ""direction"": ""raises"", ""explanation"": ""Impact is high and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Strategic is high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Leverage is high and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Urgency is moderate and carries weight 10.""}, {""factor"": ""influence"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Influence is moderate and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Readiness is moderate and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 2, ""weight"": 10, ""contribution"": 20, ""direction"": ""limits"", ""explanation"": ""Confidence is low and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 4, ""weight"": 5, ""contribution"": 20, ""direction"": ""raises"", ""explanation"": ""Stakeholder is high and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 3, ""weight"": 10, ""contribution"": -30, ""direction"": ""neutral"", ""explanation"": ""Effort is moderate and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": [""confidence""]}","{""business"": [], ""human"": [""community""], ""planetary"": [""carbon"", ""nature"", ""biodiversity""], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""urbanrise-problem-5"", ""sourceStages"": [], ""evidenceSummary"": ""low"", ""confidence"": 2, ""missingPerspectives"": [""business""], ""integrationStatus"": ""needs explicit review""}"
cloudspring,CloudSpring Technologies,cloudspring-problem-1,Cloud impact evidence,Cloud impact evidence matters for CloudSpring Technologies because understand environmental impact of digital products.,Evidence,selected,True,2,light,complex,70,5,4,5,3,3,1,1,2,3,5,3,"{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 70, ""contributions"": [{""factor"": ""impact"", ""score"": 5, ""weight"": 20, ""contribution"": 100, ""direction"": ""raises"", ""explanation"": ""Impact is very high and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 5, ""weight"": 15, ""contribution"": 75, ""direction"": ""raises"", ""explanation"": ""Strategic is very high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 5, ""weight"": 15, ""contribution"": 75, ""direction"": ""raises"", ""explanation"": ""Leverage is very high and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Urgency is high and carries weight 10.""}, {""factor"": ""influence"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Influence is moderate and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 2, ""weight"": 10, ""contribution"": 20, ""direction"": ""limits"", ""explanation"": ""Readiness is low and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 1, ""weight"": 10, ""contribution"": 10, ""direction"": ""limits"", ""explanation"": ""Confidence is very low and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Stakeholder is moderate and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 3, ""weight"": 10, ""contribution"": -30, ""direction"": ""neutral"", ""explanation"": ""Effort is moderate and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": [""readiness"", ""confidence""]}","{""business"": [], ""human"": [], ""planetary"": [], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""cloudspring-problem-1"", ""sourceStages"": [], ""evidenceSummary"": ""low"", ""confidence"": 1, ""missingPerspectives"": [""business"", ""human"", ""planetary""], ""integrationStatus"": ""needs explicit review""}"
cloudspring,CloudSpring Technologies,cloudspring-problem-2,AI workload growth,AI workload growth matters for CloudSpring Technologies because understand environmental impact of digital products.,Digital impact,selected,True,1,light,complex,71,4,4,5,3,5,2,2,3,3,4,3,"{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 71, ""contributions"": [{""factor"": ""impact"", ""score"": 4, ""weight"": 20, ""contribution"": 80, ""direction"": ""raises"", ""explanation"": ""Impact is high and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 5, ""weight"": 15, ""contribution"": 75, ""direction"": ""raises"", ""explanation"": ""Strategic is very high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Leverage is high and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Urgency is high and carries weight 10.""}, {""factor"": ""influence"", ""score"": 5, ""weight"": 10, ""contribution"": 50, ""direction"": ""raises"", ""explanation"": ""Influence is very high and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Readiness is moderate and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 2, ""weight"": 10, ""contribution"": 20, ""direction"": ""limits"", ""explanation"": ""Confidence is low and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Stakeholder is moderate and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 3, ""weight"": 10, ""contribution"": -30, ""direction"": ""neutral"", ""explanation"": ""Effort is moderate and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": [""confidence""]}","{""business"": [], ""human"": [], ""planetary"": [], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""cloudspring-problem-2"", ""sourceStages"": [], ""evidenceSummary"": ""low"", ""confidence"": 2, ""missingPerspectives"": [""business"", ""human"", ""planetary""], ""integrationStatus"": ""needs explicit review""}"
cloudspring,CloudSpring Technologies,cloudspring-problem-3,Engineering efficiency behaviour,Engineering efficiency behaviour matters for CloudSpring Technologies because understand environmental impact of digital products.,People,selected,True,3,light,complex,66,3,3,4,3,5,2,2,4,2,4,2,"{""formula"": ""weighted positive factors minus effort penalty, divided by five"", ""overall"": 66, ""contributions"": [{""factor"": ""impact"", ""score"": 3, ""weight"": 20, ""contribution"": 60, ""direction"": ""neutral"", ""explanation"": ""Impact is moderate and carries weight 20.""}, {""factor"": ""strategic"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Strategic is high and carries weight 15.""}, {""factor"": ""leverage"", ""score"": 4, ""weight"": 15, ""contribution"": 60, ""direction"": ""raises"", ""explanation"": ""Leverage is high and carries weight 15.""}, {""factor"": ""urgency"", ""score"": 3, ""weight"": 10, ""contribution"": 30, ""direction"": ""neutral"", ""explanation"": ""Urgency is moderate and carries weight 10.""}, {""factor"": ""influence"", ""score"": 5, ""weight"": 10, ""contribution"": 50, ""direction"": ""raises"", ""explanation"": ""Influence is very high and carries weight 10.""}, {""factor"": ""readiness"", ""score"": 4, ""weight"": 10, ""contribution"": 40, ""direction"": ""raises"", ""explanation"": ""Readiness is high and carries weight 10.""}, {""factor"": ""confidence"", ""score"": 2, ""weight"": 10, ""contribution"": 20, ""direction"": ""limits"", ""explanation"": ""Confidence is low and carries weight 10.""}, {""factor"": ""stakeholder"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Stakeholder is moderate and carries weight 5.""}, {""factor"": ""learning"", ""score"": 3, ""weight"": 5, ""contribution"": 15, ""direction"": ""neutral"", ""explanation"": ""Learning is moderate and carries weight 5.""}, {""factor"": ""effort"", ""score"": 2, ""weight"": 10, ""contribution"": -20, ""direction"": ""supports feasibility"", ""explanation"": ""Effort is low and is treated as a delivery penalty.""}], ""topPositiveFactors"": [""impact"", ""strategic"", ""leverage""], ""mainConstraints"": [""confidence""]}","{""business"": [], ""human"": [], ""planetary"": [], ""source"": ""dummy-fixture"", ""sourceObjectId"": ""cloudspring-problem-3"", ""sourceStages"": [], ""evidenceSummary"": ""low"", ""confidence"": 2, ""missingPerspectives"": [""business"", ""human"", ""planetary""], ""integrationStatus"": ""needs explicit review""}"
